,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,CDD,CDD,CDD,CDD,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,z3,z3,z3,z3,z3,z3,z3,stats,stats,stats,stats,stats,stats,stats
ACAS-Xu-prop-3-benchmarks/ACAS-Xu-5_9-prop-3_first5,timeout,310.0,752132,,,,,,,,,timeout,310.0,216932,,timeout,310.0,3257864,,,,,memout,305.0,459116,,,,,,,,,timeout,310.0,54872,,,,,79,28,5,0.3443910955914447,0.6075949367088608,0.541095890410959,0.7142857142857143
ACAS-Xu-prop-3-benchmarks/ACAS-Xu-5_9-prop-3_last5,success,0.165,6988,0.0,74.0,5.0,10.0,0.0,5.0,79.0,48.0,success,0.639,6728,74.0,success,0.209,49708,0.0,0.0,0.0,74.0,success,0.117,7168,0.0,74.0,5.0,0.0,79.0,0.0,0.0,48.0,success,0.419,37452,84.0,1.0,0.0,0.0,79,28,5,0.3443910955914447,0.0379746835443038,0.541095890410959,0.2
ACAS-Xu-prop-3-benchmarks/ACAS-Xu-5_9-prop-3_random5,success,5.578,91692,0.0,9345.0,298.0,83926.0,0.0,5.0,79.0,5056.0,success,6.559,125112,9346.0,success,59.401,2627976,0.0,0.0,1.0,245350.0,memout,305.0,991264,,,,,,,,,timeout,310.0,85096,,,,,79,28,5,0.3443910955914447,0.2379746835443038,0.541095890410959,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_1-prop-4_first5,timeout,310.0,1609876,,,,,,,,,timeout,310.0,909176,,timeout,310.0,3937788,,,,,memout,305.0,63328,,,,,,,,,timeout,310.0,143740,,,,,211,72,5,0.2910471985976758,0.6445497630331753,0.4662832209440698,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_1-prop-4_last5,success,1.108,8164,0.0,205.0,5.0,10.0,0.0,5.0,211.0,853.0,success,11.277,29356,206.0,success,0.266,76064,0.0,0.0,0.0,205.0,success,1.09,8380,0.0,205.0,5.0,0.0,211.0,0.0,0.0,850.0,success,2.064,85836,216.0,1.0,0.0,0.0,211,72,5,0.2910471985976758,0.0142180094786729,0.4662832209440698,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_1-prop-4_random5,timeout,310.0,1528568,,,,,,,,,timeout,310.0,249968,,timeout,310.0,4003476,,,,,memout,305.0,3679068,,,,,,,,,timeout,310.0,141696,,,,,211,72,5,0.2910471985976758,0.3459715639810427,0.4662832209440698,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_2-prop-4_first5,timeout,310.0,1502680,,,,,,,,,timeout,310.0,889620,,timeout,310.0,3937960,,,,,memout,305.0,88344,,,,,,,,,timeout,310.0,142384,,,,,238,81,5,0.292273006763681,0.6470588235294118,0.4825808467426964,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_2-prop-4_last5,success,1.592,8480,0.0,232.0,5.0,10.0,0.0,5.0,238.0,1256.0,success,17.289,36444,233.0,success,0.278,82576,0.0,0.0,0.0,232.0,success,1.531,8736,0.0,232.0,5.0,0.0,238.0,0.0,0.0,1232.0,success,2.863,78568,243.0,1.0,0.0,0.0,238,81,5,0.292273006763681,0.0126050420168067,0.4825808467426964,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_2-prop-4_random5,timeout,310.0,2353112,,,,,,,,,timeout,310.0,284832,,invalid,273.664,4039192,,,,,memout,305.0,3805096,,,,,,,,,timeout,310.0,142284,,,,,238,81,5,0.292273006763681,0.3436974789915966,0.4825808467426964,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_3-prop-4_first5,timeout,310.0,1912308,,,,,,,,,timeout,310.0,836344,,timeout,310.0,3937840,,,,,memout,305.0,97552,,,,,,,,,timeout,310.0,143048,,,,,247,84,5,0.2884020004763039,0.6477732793522267,0.474455732946299,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_3-prop-4_last5,success,1.698,8576,0.0,241.0,5.0,10.0,0.0,5.0,247.0,1364.0,success,19.143,38936,242.0,success,0.633,84280,0.0,0.0,0.0,241.0,success,1.654,8848,0.0,241.0,5.0,0.0,247.0,0.0,0.0,1345.0,success,3.18,143448,252.0,1.0,0.0,0.0,247,84,5,0.2884020004763039,0.0121457489878542,0.474455732946299,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_3-prop-4_random5,timeout,310.0,2049472,,,,,,,,,timeout,310.0,441000,,timeout,310.0,4044424,,,,,memout,305.0,2005900,,,,,,,,,timeout,310.0,142788,,,,,247,84,5,0.2884020004763039,0.2048582995951417,0.474455732946299,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_4-prop-4_first5,timeout,310.0,1418664,,,,,,,,,timeout,310.0,270808,,timeout,310.0,3921364,,,,,memout,305.0,3858336,,,,,,,,,timeout,310.0,83620,,,,,136,47,5,0.3204656862745098,0.6323529411764706,0.5191308455361361,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_4-prop-4_last5,success,0.373,7428,0.0,130.0,5.0,10.0,0.0,5.0,136.0,233.0,success,2.83,14148,131.0,success,0.19,59596,0.0,0.0,0.0,130.0,success,0.341,7636,0.0,130.0,5.0,0.0,136.0,0.0,0.0,227.0,success,1.294,54324,141.0,1.0,0.0,0.0,136,47,5,0.3204656862745098,0.0220588235294117,0.5191308455361361,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_4-prop-4_random5,timeout,310.0,1941224,,,,,,,,,timeout,310.0,307292,,invalid,280.367,4016616,,,,,memout,305.0,3567192,,,,,,,,,timeout,310.0,83236,,,,,136,47,5,0.3204656862745098,0.3264705882352941,0.5191308455361361,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_5-prop-4_first5,timeout,310.0,1548448,,,,,,,,,timeout,310.0,637808,,timeout,310.0,3921344,,,,,memout,305.0,388940,,,,,,,,,timeout,310.0,83884,,,,,169,58,5,0.303580383111022,0.6390532544378699,0.4981538461538461,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_5-prop-4_last5,success,0.617,7768,0.0,163.0,5.0,10.0,0.0,5.0,169.0,436.0,success,5.965,19928,164.0,success,0.217,66020,0.0,0.0,0.0,163.0,success,0.596,7884,0.0,163.0,5.0,0.0,169.0,0.0,0.0,434.0,success,2.031,85120,174.0,1.0,0.0,0.0,169,58,5,0.303580383111022,0.0177514792899408,0.4981538461538461,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_5-prop-4_random5,memout,305.0,3993736,,,,,,,,,timeout,310.0,126564,,timeout,310.0,4052260,,,,,memout,305.0,3982472,,,,,,,,,timeout,310.0,85532,,,,,169,58,5,0.303580383111022,0.2686390532544379,0.4981538461538461,0.56
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_6-prop-4_first5,timeout,310.0,1389308,,,,,,,,,timeout,310.0,732564,,timeout,310.0,3896700,,,,,memout,305.0,39516,,,,,,,,,timeout,310.0,82940,,,,,175,60,5,0.3030444964871194,0.64,0.4862148190695003,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_6-prop-4_last5,success,0.687,7780,0.0,169.0,5.0,10.0,0.0,5.0,175.0,508.0,success,6.151,21160,170.0,success,0.223,65892,0.0,0.0,0.0,169.0,success,0.715,8008,0.0,169.0,5.0,0.0,175.0,0.0,0.0,495.0,success,1.797,84700,180.0,1.0,0.0,0.0,175,60,5,0.3030444964871194,0.0171428571428571,0.4862148190695003,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_6-prop-4_random5,timeout,310.0,1495164,,,,,,,,,timeout,310.0,602820,,timeout,310.0,3159660,,,,,memout,305.0,398924,,,,,,,,,timeout,310.0,83060,,,,,175,60,5,0.3030444964871194,0.2617142857142857,0.4862148190695003,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_7-prop-4_first5,timeout,310.0,1299780,,,,,,,,,timeout,310.0,510652,,timeout,310.0,3446160,,,,,memout,305.0,1093340,,,,,,,,,timeout,310.0,54088,,,,,94,33,5,0.3316645807259074,0.6170212765957447,0.5258536585365854,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_7-prop-4_last5,success,0.172,7108,0.0,88.0,5.0,10.0,0.0,5.0,94.0,74.0,success,1.274,8404,89.0,success,0.205,53800,0.0,0.0,0.0,88.0,success,0.186,6968,0.0,88.0,5.0,0.0,94.0,0.0,0.0,74.0,success,1.274,38224,99.0,1.0,0.0,0.0,94,33,5,0.3316645807259074,0.0319148936170212,0.5258536585365854,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_7-prop-4_random5,success,12.928,225264,0.0,21440.0,300.0,130859.0,0.0,5.0,94.0,11878.0,success,20.605,328628,21442.0,success,96.6,3012952,0.0,0.0,1.0,350592.0,memout,305.0,1032968,,,,,,,,,timeout,310.0,55328,,,,,94,33,5,0.3316645807259074,0.2638297872340425,0.5258536585365854,0.65
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_8-prop-4_first5,timeout,310.0,1237644,,,,,,,,,timeout,310.0,710988,,timeout,310.0,3767752,,,,,memout,305.0,1798384,,,,,,,,,timeout,310.0,53888,,,,,103,36,5,0.332983468905799,0.6213592233009708,0.534257748776509,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_8-prop-4_last5,success,0.221,7156,0.0,97.0,5.0,10.0,0.0,5.0,103.0,103.0,success,1.343,9404,98.0,success,0.189,55600,0.0,0.0,0.0,97.0,success,0.203,7416,0.0,97.0,5.0,0.0,103.0,0.0,0.0,104.0,success,0.991,39216,108.0,1.0,0.0,0.0,103,36,5,0.332983468905799,0.029126213592233,0.534257748776509,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_8-prop-4_random5,timeout,310.0,3048816,,,,,,,,,timeout,310.0,223064,,timeout,310.0,3458528,,,,,memout,305.0,1736968,,,,,,,,,timeout,310.0,54812,,,,,103,36,5,0.332983468905799,0.3805825242718446,0.534257748776509,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_9-prop-4_first5,timeout,310.0,1609756,,,,,,,,,timeout,310.0,436348,,timeout,310.0,3476956,,,,,memout,305.0,929548,,,,,,,,,timeout,310.0,86416,,,,,91,32,5,0.3293373293373293,0.6153846153846154,0.5374220374220374,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_9-prop-4_last5,success,0.147,7108,0.0,85.0,5.0,10.0,0.0,5.0,91.0,69.0,success,0.934,8020,86.0,success,0.562,51476,0.0,0.0,0.0,85.0,success,0.304,6940,0.0,85.0,5.0,0.0,91.0,0.0,0.0,69.0,success,1.798,37908,96.0,1.0,0.0,0.0,91,32,5,0.3293373293373293,0.0329670329670329,0.5374220374220374,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-1_9-prop-4_random5,success,14.97,230156,0.0,23499.0,557.0,145791.0,1.0,5.0,91.0,13898.0,timeout,310.0,159432,,success,127.851,2898384,0.0,0.0,1.0,345950.0,memout,305.0,279128,,,,,,,,,timeout,310.0,54080,,,,,91,32,5,0.3293373293373293,0.4,0.5374220374220374,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_1-prop-4_first5,timeout,310.0,1345512,,,,,,,,,timeout,310.0,923176,,invalid,273.273,3938804,,,,,memout,305.0,68408,,,,,,,,,timeout,310.0,141416,,,,,217,74,5,0.2898310291858679,0.6451612903225806,0.4771106941838649,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_1-prop-4_last5,success,1.231,8212,0.0,211.0,5.0,10.0,0.0,5.0,217.0,938.0,success,12.368,30836,212.0,success,0.355,76192,0.0,0.0,0.0,211.0,success,1.191,8464,0.0,211.0,5.0,0.0,217.0,0.0,0.0,920.0,success,2.659,86672,222.0,1.0,0.0,0.0,217,74,5,0.2898310291858679,0.0138248847926267,0.4771106941838649,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_1-prop-4_random5,timeout,310.0,1749724,,,,,,,,,timeout,310.0,784260,,timeout,310.0,2471520,,,,,memout,305.0,1100212,,,,,,,,,timeout,310.0,143620,,,,,217,74,5,0.2898310291858679,0.3354838709677419,0.4771106941838649,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_2-prop-4_first5,timeout,310.0,1653836,,,,,,,,,timeout,310.0,945608,,timeout,310.0,3937656,,,,,memout,305.0,68712,,,,,,,,,timeout,310.0,142276,,,,,217,74,5,0.2981874039938556,0.6451612903225806,0.4848030018761726,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_2-prop-4_last5,success,1.216,8300,0.0,211.0,5.0,10.0,0.0,5.0,217.0,964.0,success,13.105,30820,212.0,success,0.27,78288,0.0,0.0,0.0,211.0,success,1.191,8456,0.0,211.0,5.0,0.0,217.0,0.0,0.0,946.0,success,2.277,86744,222.0,1.0,0.0,0.0,217,74,5,0.2981874039938556,0.0138248847926267,0.4848030018761726,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_2-prop-4_random5,timeout,310.0,2123688,,,,,,,,,timeout,310.0,441028,,timeout,310.0,3622528,,,,,memout,305.0,880516,,,,,,,,,timeout,310.0,142512,,,,,217,74,5,0.2981874039938556,0.1907834101382488,0.4848030018761726,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_3-prop-4_first5,timeout,310.0,1463704,,,,,,,,,timeout,310.0,270672,,timeout,310.0,3937832,,,,,memout,305.0,3781404,,,,,,,,,timeout,310.0,83936,,,,,136,47,5,0.3137254901960784,0.6323529411764706,0.5011809163911195,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_3-prop-4_last5,success,0.356,7424,0.0,130.0,5.0,10.0,0.0,5.0,136.0,233.0,success,2.913,14076,131.0,success,0.474,57596,0.0,0.0,0.0,130.0,success,0.335,7656,0.0,130.0,5.0,0.0,136.0,0.0,0.0,226.0,success,1.68,54420,141.0,1.0,0.0,0.0,136,47,5,0.3137254901960784,0.0220588235294117,0.5011809163911195,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_3-prop-4_random5,timeout,310.0,1708352,,,,,,,,,timeout,310.0,810576,,timeout,310.0,3622400,,,,,memout,305.0,1732312,,,,,,,,,timeout,310.0,83440,,,,,136,47,5,0.3137254901960784,0.3794117647058823,0.5011809163911195,0.7
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_4-prop-4_first5,timeout,310.0,1615648,,,,,,,,,timeout,310.0,594000,,timeout,310.0,3929464,,,,,memout,305.0,1059168,,,,,,,,,timeout,310.0,83000,,,,,166,57,5,0.3078520980473618,0.6385542168674698,0.5055785782594836,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_4-prop-4_last5,success,0.582,7760,0.0,160.0,5.0,10.0,0.0,5.0,166.0,416.0,success,5.27,19312,161.0,success,0.28,65864,0.0,0.0,0.0,160.0,success,0.565,7908,0.0,160.0,5.0,0.0,166.0,0.0,0.0,411.0,success,2.289,85012,171.0,1.0,0.0,0.0,166,57,5,0.3078520980473618,0.0180722891566265,0.5055785782594836,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_4-prop-4_random5,timeout,310.0,1083016,,,,,,,,,timeout,310.0,841188,,timeout,310.0,4027840,,,,,memout,305.0,3134052,,,,,,,,,timeout,310.0,83372,,,,,166,57,5,0.3078520980473618,0.4518072289156626,0.5055785782594836,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_5-prop-4_first5,timeout,310.0,1751420,,,,,,,,,timeout,310.0,924572,,timeout,310.0,3953892,,,,,memout,305.0,73124,,,,,,,,,timeout,310.0,142312,,,,,223,76,5,0.2833265389319201,0.6457399103139013,0.4621400639886242,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_5-prop-4_last5,success,1.271,8296,0.0,217.0,5.0,10.0,0.0,5.0,223.0,989.0,success,13.507,32372,218.0,success,0.321,78296,0.0,0.0,0.0,217.0,success,1.246,8440,0.0,217.0,5.0,0.0,223.0,0.0,0.0,987.0,success,2.554,87180,228.0,1.0,0.0,0.0,223,76,5,0.2833265389319201,0.0134529147982062,0.4621400639886242,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_5-prop-4_random5,success,26.977,413292,0.0,22167.0,57.0,61160.0,0.0,5.0,223.0,24776.0,success,92.461,784924,22168.0,success,225.201,3742268,0.0,0.0,1.0,422716.0,memout,305.0,79324,,,,,,,,,timeout,310.0,79520,,,,,223,76,5,0.2833265389319201,0.1408071748878923,0.4621400639886242,0.48
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_6-prop-4_first5,timeout,310.0,1419060,,,,,,,,,timeout,310.0,836612,,timeout,310.0,3954164,,,,,memout,305.0,43444,,,,,,,,,timeout,310.0,86060,,,,,181,62,5,0.3096553538542488,0.6408839779005525,0.5067168189145621,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_6-prop-4_last5,success,0.743,7920,0.0,175.0,5.0,10.0,0.0,5.0,181.0,554.0,success,7.543,22508,176.0,success,0.333,67924,0.0,0.0,0.0,175.0,success,0.905,7756,0.0,175.0,5.0,0.0,181.0,0.0,0.0,554.0,success,1.779,83648,186.0,1.0,0.0,0.0,181,62,5,0.3096553538542488,0.0165745856353591,0.5067168189145621,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_6-prop-4_random5,success,7.114,103436,0.0,5519.0,28.0,17442.0,1.0,5.0,181.0,6448.0,timeout,310.0,931720,,success,23.283,2529724,0.0,0.0,1.0,82600.0,memout,305.0,3994504,,,,,,,,,timeout,310.0,84280,,,,,181,62,5,0.3096553538542488,0.2430939226519337,0.5067168189145621,0.56
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_7-prop-4_first5,timeout,310.0,1338216,,,,,,,,,timeout,310.0,541324,,timeout,310.0,3896824,,,,,memout,305.0,3674780,,,,,,,,,timeout,310.0,54056,,,,,118,41,5,0.327683615819209,0.6271186440677966,0.5334166146158651,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_7-prop-4_last5,success,0.29,7580,0.0,132.0,5.0,80.0,0.0,5.0,118.0,166.0,success,2.045,11412,133.0,success,0.324,72292,0.0,0.0,1.0,560.0,success,14.267,393164,0.0,18143.0,5.0,0.0,118.0,0.0,0.0,12344.0,success,3.913,54204,274.0,1.0,0.0,0.0,118,41,5,0.327683615819209,0.0389830508474576,0.5334166146158651,0.4
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_7-prop-4_random5,timeout,310.0,1308500,,,,,,,,,timeout,310.0,1596484,,timeout,310.0,3692084,,,,,memout,305.0,414264,,,,,,,,,timeout,310.0,146724,,,,,118,41,5,0.327683615819209,0.3016949152542373,0.5334166146158651,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_8-prop-4_first5,timeout,310.0,2208816,,,,,,,,,timeout,310.0,409072,,timeout,310.0,3929724,,,,,memout,305.0,171456,,,,,,,,,timeout,310.0,256876,,,,,301,102,5,0.2916814501822404,0.6511627906976745,0.4721623211135071,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_8-prop-4_last5,success,2.979,9452,0.0,295.0,5.0,10.0,0.0,5.0,301.0,2520.0,success,37.683,56132,296.0,success,0.427,104992,0.0,0.0,0.0,295.0,success,3.065,9692,0.0,295.0,5.0,0.0,301.0,0.0,0.0,2593.0,success,2.913,147548,306.0,1.0,0.0,0.0,301,102,5,0.2916814501822404,0.0099667774086378,0.4721623211135071,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_8-prop-4_random5,success,82.964,1134808,0.0,42807.0,65.0,125322.0,0.0,5.0,301.0,78036.0,success,279.976,2027860,42808.0,invalid,271.603,4270876,,,,,memout,305.0,3994504,,,,,,,,,timeout,310.0,258628,,,,,301,102,5,0.2916814501822404,0.1308970099667774,0.4721623211135071,0.48
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_9-prop-4_first5,success,265.41,2958888,0.0,323532.0,9309.0,3590455.0,1.0,5.0,85.0,251425.0,timeout,310.0,311348,,timeout,310.0,3376520,,,,,memout,305.0,658688,,,,,,,,,timeout,310.0,57100,,,,,85,30,5,0.3267552182163188,0.611764705882353,0.5498812351543944,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_9-prop-4_last5,success,0.164,7884,0.0,155.0,23.0,430.0,0.0,5.0,85.0,96.0,success,0.931,7828,156.0,success,0.379,107128,0.0,0.0,1.0,2133.0,memout,305.0,51048,,,,,,,,,timeout,310.0,88144,,,,,85,30,5,0.3267552182163188,0.0729411764705882,0.5498812351543944,0.65
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-2_9-prop-4_random5,success,92.255,666472,0.0,62991.0,6661.0,1147751.0,0.0,5.0,85.0,88808.0,success,104.035,900600,62992.0,timeout,310.0,2883236,,,,,memout,305.0,111528,,,,,,,,,timeout,310.0,85132,,,,,85,30,5,0.3267552182163188,0.3129411764705882,0.5498812351543944,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_1-prop-4_first5,timeout,310.0,1452676,,,,,,,,,timeout,310.0,926684,,timeout,310.0,3946020,,,,,memout,305.0,58644,,,,,,,,,timeout,310.0,142344,,,,,205,70,5,0.2923394022672621,0.6439024390243903,0.4775304493910122,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_1-prop-4_last5,success,1.265,7964,0.0,199.0,5.0,10.0,0.0,5.0,205.0,782.0,success,10.803,27924,200.0,success,0.25,72104,0.0,0.0,0.0,199.0,success,0.999,8348,0.0,199.0,5.0,0.0,205.0,0.0,0.0,779.0,success,2.495,85340,210.0,1.0,0.0,0.0,205,70,5,0.2923394022672621,0.0146341463414634,0.4775304493910122,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_1-prop-4_random5,timeout,310.0,2391092,,,,,,,,,timeout,310.0,905548,,timeout,310.0,4076908,,,,,memout,305.0,119236,,,,,,,,,timeout,310.0,141236,,,,,205,70,5,0.2923394022672621,0.2741463414634146,0.4775304493910122,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_2-prop-4_first5,timeout,310.0,1316552,,,,,,,,,timeout,310.0,731932,,timeout,310.0,3921344,,,,,memout,305.0,38952,,,,,,,,,timeout,310.0,83928,,,,,175,60,5,0.2867447306791569,0.64,0.4589316484778862,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_2-prop-4_last5,success,0.633,7748,0.0,169.0,5.0,10.0,0.0,5.0,175.0,464.0,success,6.164,21072,170.0,success,0.239,63964,0.0,0.0,0.0,169.0,success,0.645,7868,0.0,169.0,5.0,0.0,175.0,0.0,0.0,461.0,success,2.049,85228,180.0,1.0,0.0,0.0,175,60,5,0.2867447306791569,0.0171428571428571,0.4589316484778862,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_2-prop-4_random5,timeout,310.0,1808448,,,,,,,,,timeout,310.0,160596,,timeout,310.0,4022976,,,,,memout,305.0,1059200,,,,,,,,,timeout,310.0,141472,,,,,175,60,5,0.2867447306791569,0.3794285714285714,0.4589316484778862,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_3-prop-4_first5,timeout,310.0,1320288,,,,,,,,,timeout,310.0,248064,,timeout,310.0,3872104,,,,,memout,305.0,3318136,,,,,,,,,timeout,310.0,83392,,,,,133,46,5,0.3073108302671573,0.631578947368421,0.481243830207305,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_3-prop-4_last5,success,0.328,7364,0.0,127.0,5.0,10.0,0.0,5.0,133.0,218.0,success,2.978,13496,128.0,success,0.483,57556,0.0,0.0,0.0,127.0,success,0.335,7248,0.0,127.0,5.0,0.0,133.0,0.0,0.0,213.0,success,1.677,53564,138.0,1.0,0.0,0.0,133,46,5,0.3073108302671573,0.0225563909774436,0.481243830207305,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_3-prop-4_random5,success,8.863,166988,0.0,14073.0,47.0,39951.0,0.0,5.0,133.0,8007.0,success,21.396,300612,14074.0,success,19.759,2513404,0.0,0.0,1.0,107569.0,memout,305.0,2386456,,,,,,,,,timeout,310.0,87396,,,,,133,46,5,0.3073108302671573,0.2060150375939849,0.481243830207305,0.48
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_4-prop-4_first5,timeout,310.0,1278460,,,,,,,,,timeout,310.0,320676,,timeout,310.0,3913336,,,,,memout,305.0,3994064,,,,,,,,,timeout,310.0,84164,,,,,142,49,5,0.3123943661971831,0.6338028169014085,0.5023861171366595,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_4-prop-4_last5,success,0.557,7436,0.0,136.0,5.0,10.0,0.0,5.0,142.0,271.0,success,3.163,15024,137.0,success,0.482,59708,0.0,0.0,0.0,136.0,success,0.374,7692,0.0,136.0,5.0,0.0,142.0,0.0,0.0,250.0,success,1.623,54580,147.0,1.0,0.0,0.0,142,49,5,0.3123943661971831,0.0211267605633802,0.5023861171366595,0.2
