,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,CDD,CDD,CDD,CDD,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,z3,z3,z3,z3,z3,z3,z3,stats,stats,stats,stats,stats,stats,stats
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_4-prop-4_random5,timeout,310.0,1564332,,,,,,,,,timeout,310.0,509480,,timeout,310.0,3110124,,,,,memout,305.0,3168052,,,,,,,,,timeout,310.0,84156,,,,,142,49,5,0.3123943661971831,0.3056338028169014,0.5023861171366595,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_5-prop-4_first5,timeout,310.0,1352320,,,,,,,,,timeout,310.0,885196,,timeout,310.0,3937664,,,,,memout,305.0,91580,,,,,,,,,timeout,310.0,142272,,,,,241,82,5,0.2907063940408939,0.6473029045643154,0.4923803718378543,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_5-prop-4_last5,success,1.609,8580,0.0,235.0,5.0,10.0,0.0,5.0,241.0,1268.0,success,13.476,37236,236.0,success,0.3,84436,0.0,0.0,0.0,235.0,success,1.796,8424,0.0,235.0,5.0,0.0,241.0,0.0,0.0,1294.0,success,2.646,78660,246.0,1.0,0.0,0.0,241,82,5,0.2907063940408939,0.0124481327800829,0.4923803718378543,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_5-prop-4_random5,timeout,310.0,1290388,,,,,,,,,timeout,310.0,1007300,,timeout,310.0,4019652,,,,,memout,305.0,866984,,,,,,,,,timeout,310.0,142692,,,,,241,82,5,0.2907063940408939,0.3360995850622407,0.4923803718378543,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_6-prop-4_first5,timeout,310.0,1528748,,,,,,,,,timeout,310.0,1051904,,timeout,310.0,3937904,,,,,memout,305.0,50956,,,,,,,,,timeout,310.0,141828,,,,,193,66,5,0.2996674657799087,0.6424870466321243,0.5179839091339328,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_6-prop-4_last5,success,0.857,8032,0.0,187.0,5.0,10.0,0.0,5.0,193.0,640.0,success,9.553,25132,188.0,success,0.279,69952,0.0,0.0,0.0,187.0,success,0.858,8256,0.0,187.0,5.0,0.0,193.0,0.0,0.0,647.0,success,2.085,84532,198.0,1.0,0.0,0.0,193,66,5,0.2996674657799087,0.0155440414507772,0.5179839091339328,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_6-prop-4_random5,timeout,310.0,929676,,,,,,,,,timeout,310.0,223712,,timeout,310.0,4007276,,,,,memout,305.0,1034160,,,,,,,,,timeout,310.0,85108,,,,,193,66,5,0.2996674657799087,0.2766839378238342,0.5179839091339328,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_7-prop-4_first5,timeout,310.0,1295880,,,,,,,,,timeout,310.0,226988,,timeout,310.0,3904876,,,,,memout,305.0,3067848,,,,,,,,,timeout,310.0,82932,,,,,130,45,5,0.3224080267558528,0.6307692307692307,0.532266391326794,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_7-prop-4_last5,success,0.368,8076,0.0,166.0,11.0,189.0,0.0,5.0,130.0,243.0,success,2.553,13140,167.0,success,0.437,117064,0.0,0.0,1.0,1736.0,memout,305.0,2944340,,,,,,,,,success,80.061,165460,944.0,1.0,0.0,0.0,130,45,5,0.3224080267558528,0.0415384615384615,0.532266391326794,0.55
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_7-prop-4_random5,success,265.902,3390760,0.0,224246.0,3560.0,2042955.0,1.0,5.0,130.0,248707.0,timeout,310.0,694472,,timeout,310.0,3470692,,,,,memout,305.0,115172,,,,,,,,,timeout,310.0,86444,,,,,130,45,5,0.3224080267558528,0.3784615384615384,0.532266391326794,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_8-prop-4_first5,timeout,310.0,1285656,,,,,,,,,timeout,310.0,476492,,timeout,310.0,3929764,,,,,memout,305.0,2790592,,,,,,,,,timeout,310.0,83984,,,,,157,54,5,0.3058482918355529,0.6369426751592356,0.5227758007117438,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_8-prop-4_last5,success,0.537,7620,0.0,151.0,5.0,10.0,0.0,5.0,157.0,361.0,success,4.343,17636,152.0,success,0.276,61696,0.0,0.0,0.0,151.0,success,0.501,7856,0.0,151.0,5.0,0.0,157.0,0.0,0.0,349.0,success,1.321,51596,162.0,1.0,0.0,0.0,157,54,5,0.3058482918355529,0.019108280254777,0.5227758007117438,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_8-prop-4_random5,success,42.14,510600,0.0,27027.0,419.0,373836.0,0.0,5.0,157.0,39691.0,success,57.55,695284,27028.0,timeout,310.0,3675860,,,,,memout,305.0,2196816,,,,,,,,,timeout,310.0,84456,,,,,157,54,5,0.3058482918355529,0.1719745222929936,0.5227758007117438,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_9-prop-4_first5,timeout,310.0,1513200,,,,,,,,,timeout,310.0,862012,,timeout,310.0,3946060,,,,,memout,305.0,50932,,,,,,,,,timeout,310.0,141924,,,,,193,66,5,0.3027608073621529,0.6424870466321243,0.5194036914339801,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_9-prop-4_last5,success,1.03,7808,0.0,187.0,5.0,10.0,0.0,5.0,193.0,665.0,success,8.386,24996,188.0,success,0.236,72092,0.0,0.0,0.0,187.0,success,0.861,8220,0.0,187.0,5.0,0.0,193.0,0.0,0.0,646.0,success,2.142,84464,198.0,1.0,0.0,0.0,193,66,5,0.3027608073621529,0.0155440414507772,0.5194036914339801,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-3_9-prop-4_random5,success,110.507,830152,0.0,34919.0,2410.0,606797.0,0.0,5.0,193.0,106045.0,success,112.235,1118216,34920.0,timeout,310.0,3403068,,,,,segfault,18.938,3994600,,,,,,,,,timeout,310.0,84692,,,,,193,66,5,0.3027608073621529,0.1088082901554404,0.5194036914339801,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_1-prop-4_first5,timeout,310.0,1301880,,,,,,,,,timeout,310.0,585236,,timeout,310.0,3736996,,,,,memout,305.0,3087712,,,,,,,,,timeout,310.0,54292,,,,,115,40,5,0.3141039236479321,0.6260869565217392,0.5019710906701709,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_1-prop-4_last5,success,0.222,7264,0.0,109.0,5.0,10.0,0.0,5.0,115.0,115.0,success,1.82,10960,110.0,success,0.427,55396,0.0,0.0,0.0,109.0,success,0.24,7412,0.0,109.0,5.0,0.0,115.0,0.0,0.0,130.0,success,1.484,55860,120.0,1.0,0.0,0.0,115,40,5,0.3141039236479321,0.0260869565217391,0.5019710906701709,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_1-prop-4_random5,success,3.194,59464,0.0,5003.0,27.0,16634.0,0.0,5.0,115.0,2690.0,success,6.872,97928,5005.0,success,16.27,2496924,0.0,0.0,1.0,95669.0,memout,305.0,1692844,,,,,,,,,timeout,310.0,84444,,,,,115,40,5,0.3141039236479321,0.1843478260869565,0.5019710906701709,0.48
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_2-prop-4_first5,timeout,310.0,1451628,,,,,,,,,timeout,310.0,948884,,timeout,310.0,3929540,,,,,memout,305.0,52720,,,,,,,,,timeout,310.0,147124,,,,,196,67,5,0.2986194477791116,0.6428571428571429,0.4789993114528345,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_2-prop-4_last5,success,0.902,8040,0.0,190.0,5.0,10.0,0.0,5.0,196.0,699.0,success,9.435,25812,191.0,success,0.285,70224,0.0,0.0,0.0,190.0,success,0.901,8188,0.0,190.0,5.0,0.0,196.0,0.0,0.0,696.0,success,2.562,84672,201.0,1.0,0.0,0.0,196,67,5,0.2986194477791116,0.0153061224489795,0.4789993114528345,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_2-prop-4_random5,timeout,310.0,1292216,,,,,,,,,timeout,310.0,475652,,timeout,310.0,3925380,,,,,memout,305.0,94688,,,,,,,,,timeout,310.0,140764,,,,,196,67,5,0.2986194477791116,0.4112244897959183,0.4789993114528345,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_3-prop-4_first5,timeout,310.0,1521916,,,,,,,,,timeout,310.0,994088,,timeout,310.0,3953936,,,,,memout,305.0,61152,,,,,,,,,timeout,310.0,143156,,,,,208,71,5,0.2935363247863248,0.6442307692307693,0.4784737808610487,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_3-prop-4_last5,success,0.953,8144,0.0,202.0,5.0,10.0,0.0,5.0,208.0,743.0,success,9.821,28484,203.0,success,0.373,74084,0.0,0.0,0.0,202.0,success,1.047,8360,0.0,202.0,5.0,0.0,208.0,0.0,0.0,818.0,success,2.921,85696,213.0,1.0,0.0,0.0,208,71,5,0.2935363247863248,0.0144230769230769,0.4784737808610487,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_3-prop-4_random5,timeout,310.0,1688260,,,,,,,,,timeout,310.0,197736,,timeout,310.0,4085404,,,,,memout,305.0,2686132,,,,,,,,,timeout,310.0,141956,,,,,208,71,5,0.2935363247863248,0.3673076923076923,0.4784737808610487,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_4-prop-4_first5,timeout,310.0,1595148,,,,,,,,,timeout,310.0,872060,,timeout,310.0,3941072,,,,,memout,305.0,88188,,,,,,,,,timeout,310.0,142508,,,,,238,81,5,0.2931953269112523,0.6470588235294118,0.471801281049836,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_4-prop-4_last5,success,1.587,8476,0.0,232.0,5.0,10.0,0.0,5.0,238.0,1277.0,success,15.374,36444,233.0,success,0.275,82176,0.0,0.0,0.0,232.0,success,1.563,8736,0.0,232.0,5.0,0.0,238.0,0.0,0.0,1270.0,success,2.84,78764,243.0,1.0,0.0,0.0,238,81,5,0.2931953269112523,0.0126050420168067,0.471801281049836,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_4-prop-4_random5,memout,305.0,3995536,,,,,,,,,timeout,310.0,295828,,timeout,310.0,2889208,,,,,memout,305.0,2451888,,,,,,,,,timeout,310.0,141960,,,,,238,81,5,0.2931953269112523,0.2487394957983193,0.471801281049836,0.56
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_5-prop-4_first5,timeout,310.0,1434116,,,,,,,,,timeout,310.0,476472,,timeout,310.0,3913204,,,,,memout,305.0,2790976,,,,,,,,,timeout,310.0,83864,,,,,157,54,5,0.3171974522292993,0.6369426751592356,0.5206405693950178,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_5-prop-4_last5,success,0.513,7644,0.0,151.0,5.0,10.0,0.0,5.0,157.0,362.0,success,4.307,17728,152.0,success,0.231,63876,0.0,0.0,0.0,151.0,success,0.513,7748,0.0,151.0,5.0,0.0,157.0,0.0,0.0,361.0,success,2.169,51692,162.0,1.0,0.0,0.0,157,54,5,0.3171974522292993,0.019108280254777,0.5206405693950178,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_5-prop-4_random5,timeout,310.0,1808436,,,,,,,,,timeout,310.0,414124,,timeout,310.0,3954156,,,,,memout,305.0,3106100,,,,,,,,,timeout,310.0,83128,,,,,157,54,5,0.3171974522292993,0.3019108280254777,0.5206405693950178,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_6-prop-4_first5,timeout,310.0,1593548,,,,,,,,,timeout,310.0,974924,,timeout,310.0,3937404,,,,,memout,305.0,48508,,,,,,,,,timeout,310.0,141580,,,,,190,65,5,0.2931419457735247,0.6421052631578947,0.5196485233097389,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_6-prop-4_last5,success,0.836,7924,0.0,184.0,5.0,10.0,0.0,5.0,190.0,612.0,success,8.002,24456,185.0,success,0.261,70076,0.0,0.0,0.0,184.0,success,0.813,8216,0.0,184.0,5.0,0.0,190.0,0.0,0.0,616.0,success,1.793,84328,195.0,1.0,0.0,0.0,190,65,5,0.2931419457735247,0.0157894736842105,0.5196485233097389,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_6-prop-4_random5,success,171.475,1599948,0.0,70168.0,1834.0,885124.0,0.0,5.0,190.0,163462.0,success,271.641,2182036,70169.0,timeout,310.0,3278212,,,,,memout,305.0,472068,,,,,,,,,timeout,310.0,83992,,,,,190,65,5,0.2931419457735247,0.1589473684210526,0.5196485233097389,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_7-prop-4_first5,timeout,310.0,1261624,,,,,,,,,timeout,310.0,677064,,timeout,310.0,3880376,,,,,memout,305.0,3168328,,,,,,,,,timeout,310.0,54148,,,,,115,40,5,0.3191940615058324,0.6260869565217392,0.5374507227332457,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_7-prop-4_last5,success,0.452,7628,0.0,143.0,19.0,256.0,0.0,5.0,115.0,171.0,success,1.842,11076,144.0,success,0.565,112824,0.0,0.0,1.0,1744.0,memout,305.0,95548,,,,,,,,,timeout,310.0,148532,,,,,115,40,5,0.3191940615058324,0.0469565217391304,0.5374507227332457,0.65
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_7-prop-4_random5,timeout,310.0,2009992,,,,,,,,,timeout,310.0,144880,,timeout,310.0,3399120,,,,,memout,305.0,109516,,,,,,,,,timeout,310.0,84132,,,,,115,40,5,0.3191940615058324,0.3008695652173913,0.5374507227332457,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_8-prop-4_first5,timeout,310.0,1279408,,,,,,,,,timeout,310.0,377472,,timeout,310.0,3913132,,,,,memout,305.0,3994460,,,,,,,,,timeout,310.0,83184,,,,,148,51,5,0.3152286902286902,0.6351351351351351,0.5293882447021192,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_8-prop-4_last5,success,0.516,8460,0.0,194.0,21.0,295.0,0.0,5.0,148.0,364.0,success,3.763,16120,195.0,success,0.852,200968,0.0,0.0,1.0,3550.0,memout,305.0,225416,,,,,,,,,timeout,310.0,83888,,,,,148,51,5,0.3152286902286902,0.0364864864864864,0.5293882447021192,0.65
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_8-prop-4_random5,success,277.958,3393120,0.0,192544.0,2006.0,2173996.0,0.0,5.0,148.0,261344.0,invalid,243.577,3990944,,timeout,310.0,3544596,,,,,memout,305.0,95552,,,,,,,,,timeout,310.0,84760,,,,,148,51,5,0.3152286902286902,0.2405405405405405,0.5293882447021192,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_9-prop-4_first5,timeout,310.0,1379180,,,,,,,,,timeout,310.0,441428,,timeout,310.0,3937900,,,,,memout,305.0,3283436,,,,,,,,,timeout,310.0,83420,,,,,154,53,5,0.3059163059163059,0.6363636363636364,0.5282809611829945,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_9-prop-4_last5,success,0.518,8300,0.0,186.0,19.0,258.0,0.0,5.0,154.0,380.0,success,5.203,17092,187.0,success,0.464,147824,0.0,0.0,1.0,2220.0,memout,305.0,492044,,,,,,,,,timeout,310.0,85616,,,,,154,53,5,0.3059163059163059,0.035064935064935,0.5282809611829945,0.65
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-4_9-prop-4_random5,timeout,310.0,1969924,,,,,,,,,timeout,310.0,263700,,timeout,310.0,2987400,,,,,memout,305.0,2201972,,,,,,,,,timeout,310.0,84532,,,,,154,53,5,0.3059163059163059,0.3272727272727272,0.5282809611829945,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_1-prop-4_first5,timeout,310.0,1378124,,,,,,,,,timeout,310.0,732232,,timeout,310.0,3941904,,,,,memout,305.0,39292,,,,,,,,,timeout,310.0,82944,,,,,175,60,5,0.2976112412177986,0.64,0.4649626651349799,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_1-prop-4_last5,success,0.681,7788,0.0,169.0,5.0,10.0,0.0,5.0,175.0,493.0,success,6.676,21240,170.0,success,0.228,68088,0.0,0.0,0.0,169.0,success,0.806,7632,0.0,169.0,5.0,0.0,175.0,0.0,0.0,482.0,success,2.117,85240,180.0,1.0,0.0,0.0,175,60,5,0.2976112412177986,0.0171428571428571,0.4649626651349799,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_1-prop-4_random5,timeout,310.0,3993952,,,,,,,,,timeout,310.0,267960,,timeout,310.0,3515880,,,,,memout,305.0,3994532,,,,,,,,,timeout,310.0,82852,,,,,175,60,5,0.2976112412177986,0.3142857142857143,0.4649626651349799,0.56
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_2-prop-4_first5,timeout,310.0,1260884,,,,,,,,,timeout,310.0,476432,,timeout,310.0,3904900,,,,,memout,305.0,2790532,,,,,,,,,timeout,310.0,83616,,,,,157,54,5,0.2979733642154024,0.6369426751592356,0.4736654804270462,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_2-prop-4_last5,success,0.528,7632,0.0,151.0,5.0,10.0,0.0,5.0,157.0,350.0,success,4.581,17760,152.0,success,0.26,61852,0.0,0.0,0.0,151.0,success,0.495,7812,0.0,151.0,5.0,0.0,157.0,0.0,0.0,346.0,success,1.995,55176,162.0,1.0,0.0,0.0,157,54,5,0.2979733642154024,0.019108280254777,0.4736654804270462,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_2-prop-4_random5,timeout,310.0,2234720,,,,,,,,,timeout,310.0,231552,,timeout,310.0,3884396,,,,,memout,305.0,382120,,,,,,,,,timeout,310.0,82140,,,,,157,54,5,0.2979733642154024,0.2802547770700637,0.4736654804270462,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_3-prop-4_first5,timeout,310.0,1355816,,,,,,,,,timeout,310.0,894276,,timeout,310.0,3929404,,,,,memout,305.0,53880,,,,,,,,,timeout,310.0,142092,,,,,199,68,5,0.2906561794479644,0.6432160804020101,0.4608017817371937,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_3-prop-4_last5,success,0.928,8040,0.0,193.0,5.0,10.0,0.0,5.0,199.0,700.0,success,9.422,26476,194.0,success,0.249,72152,0.0,0.0,0.0,193.0,success,0.924,8192,0.0,193.0,5.0,0.0,199.0,0.0,0.0,714.0,success,2.444,84584,204.0,1.0,0.0,0.0,199,68,5,0.2906561794479644,0.0150753768844221,0.4608017817371937,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_3-prop-4_random5,success,2.13,31552,0.0,1599.0,5.0,1796.0,0.0,5.0,199.0,1831.0,success,13.219,66900,1600.0,success,1.235,420284,0.0,0.0,1.0,7334.0,memout,305.0,985668,,,,,,,,,timeout,310.0,85068,,,,,199,68,5,0.2906561794479644,0.0894472361809045,0.4608017817371937,0.4
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_4-prop-4_first5,timeout,310.0,1452968,,,,,,,,,timeout,310.0,513556,,timeout,310.0,3937596,,,,,memout,305.0,2258236,,,,,,,,,timeout,310.0,83420,,,,,160,55,5,0.3071428571428571,0.6375,0.5008570449091533,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_4-prop-4_last5,success,0.551,7636,0.0,154.0,5.0,10.0,0.0,5.0,160.0,387.0,success,5.318,18256,155.0,success,0.273,63924,0.0,0.0,0.0,154.0,success,0.554,7684,0.0,154.0,5.0,0.0,160.0,0.0,0.0,392.0,success,1.736,51724,165.0,1.0,0.0,0.0,160,55,5,0.3071428571428571,0.01875,0.5008570449091533,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_4-prop-4_random5,timeout,310.0,1878444,,,,,,,,,timeout,310.0,435832,,timeout,310.0,3821036,,,,,memout,305.0,1342360,,,,,,,,,timeout,310.0,83364,,,,,160,55,5,0.3071428571428571,0.26625,0.5008570449091533,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_5-prop-4_first5,timeout,310.0,1374228,,,,,,,,,timeout,310.0,441592,,invalid,270.562,3940820,,,,,memout,305.0,3284164,,,,,,,,,timeout,310.0,83612,,,,,154,53,5,0.315055315055315,0.6363636363636364,0.5153419593345656,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_5-prop-4_last5,success,0.51,7624,0.0,148.0,5.0,10.0,0.0,5.0,154.0,341.0,success,4.072,17208,149.0,success,0.204,63924,0.0,0.0,0.0,148.0,success,0.489,7756,0.0,148.0,5.0,0.0,154.0,0.0,0.0,342.0,success,1.749,55460,159.0,1.0,0.0,0.0,154,53,5,0.315055315055315,0.0194805194805194,0.5153419593345656,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_5-prop-4_random5,timeout,310.0,1861324,,,,,,,,,timeout,310.0,748512,,timeout,310.0,3957296,,,,,memout,305.0,3969668,,,,,,,,,timeout,310.0,83356,,,,,154,53,5,0.315055315055315,0.4961038961038961,0.5153419593345656,0.6
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_6-prop-4_first5,timeout,310.0,1477812,,,,,,,,,timeout,310.0,441404,,timeout,310.0,3921372,,,,,memout,305.0,3283828,,,,,,,,,timeout,310.0,83612,,,,,154,53,5,0.3083213083213083,0.6363636363636364,0.5208872458410351,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_6-prop-4_last5,success,0.512,7644,0.0,148.0,5.0,10.0,0.0,5.0,154.0,342.0,success,4.159,17208,149.0,success,0.228,61884,0.0,0.0,0.0,148.0,success,0.47,7812,0.0,148.0,5.0,0.0,154.0,0.0,0.0,336.0,success,1.453,55412,159.0,1.0,0.0,0.0,154,53,5,0.3083213083213083,0.0194805194805194,0.5208872458410351,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_6-prop-4_random5,timeout,310.0,1125608,,,,,,,,,timeout,310.0,746568,,timeout,310.0,3978664,,,,,memout,305.0,3700540,,,,,,,,,timeout,310.0,82680,,,,,154,53,5,0.3083213083213083,0.4389610389610389,0.5208872458410351,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_7-prop-4_first5,timeout,310.0,1348108,,,,,,,,,timeout,310.0,510104,,timeout,310.0,3540140,,,,,memout,305.0,1115236,,,,,,,,,timeout,310.0,54412,,,,,94,33,5,0.334793491864831,0.6170212765957447,0.5453658536585366,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_7-prop-4_last5,success,0.187,7568,0.0,130.0,19.0,264.0,0.0,5.0,94.0,107.0,success,1.018,8412,131.0,success,0.384,100880,0.0,0.0,1.0,1584.0,memout,305.0,275068,,,,,,,,,timeout,310.0,86976,,,,,94,33,5,0.334793491864831,0.0574468085106383,0.5453658536585366,0.65
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_7-prop-4_random5,success,72.628,890624,0.0,77114.0,1781.0,770521.0,0.0,5.0,94.0,68017.0,success,80.941,1194996,77116.0,timeout,310.0,3513620,,,,,memout,305.0,3994456,,,,,,,,,timeout,310.0,85500,,,,,94,33,5,0.334793491864831,0.2936170212765957,0.5453658536585366,0.7
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_8-prop-4_first5,timeout,310.0,1534860,,,,,,,,,timeout,310.0,513836,,timeout,310.0,3937788,,,,,memout,305.0,2257416,,,,,,,,,timeout,310.0,83300,,,,,160,55,5,0.3169642857142857,0.6375,0.5152553993829276,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_8-prop-4_last5,success,0.539,7672,0.0,154.0,5.0,10.0,0.0,5.0,160.0,385.0,success,5.095,18288,155.0,success,0.234,67068,0.0,0.0,0.0,154.0,success,0.544,7904,0.0,154.0,5.0,0.0,160.0,0.0,0.0,388.0,success,2.582,85344,165.0,1.0,0.0,0.0,160,55,5,0.3169642857142857,0.01875,0.5152553993829276,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_8-prop-4_random5,timeout,310.0,2104932,,,,,,,,,timeout,310.0,129988,,timeout,310.0,4060636,,,,,memout,305.0,43172,,,,,,,,,timeout,310.0,146096,,,,,160,55,5,0.3169642857142857,0.2525,0.5152553993829276,0.7
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_9-prop-4_first5,timeout,310.0,1438600,,,,,,,,,timeout,310.0,270704,,timeout,310.0,3913124,,,,,memout,305.0,3838320,,,,,,,,,timeout,310.0,83564,,,,,136,47,5,0.3121936274509804,0.6323529411764706,0.5191308455361361,0.7142857142857143
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_9-prop-4_last5,success,0.341,7424,0.0,130.0,5.0,10.0,0.0,5.0,136.0,213.0,success,3.015,13956,131.0,success,0.25,59936,0.0,0.0,0.0,130.0,success,0.349,7640,0.0,130.0,5.0,0.0,136.0,0.0,0.0,228.0,success,1.824,53816,141.0,1.0,0.0,0.0,136,47,5,0.3121936274509804,0.0220588235294117,0.5191308455361361,0.2
ACAS-Xu-prop-4-benchmarks/ACAS-Xu-5_9-prop-4_random5,timeout,310.0,1568872,,,,,,,,,timeout,310.0,574096,,timeout,310.0,3798184,,,,,memout,305.0,46944,,,,,,,,,timeout,310.0,144608,,,,,136,47,5,0.3121936274509804,0.3705882352941176,0.5191308455361361,0.6
